Subdirectory,Data,Model,Dimension of Hidden Layers,Heads,Training Epochs,Learning Rate,Weight Decay,Batch Size,Optimal Threshold,MCC,Top1 Accuracy,Top2 Accuracy,Jaccard Score,Precision,Recall,ROC AUC Score
1669715230,metaQSAR.sdf,GIN,8,0,300,0.01,1e-05,16,0.09789796,0.3427982877119848,0.555045871559633,0.7293577981651376,0.24599708879184862,0.27280064568200163,0.7145877378435518,0.8244782228059746
1669715736,metaQSAR.sdf,GIN,8,0,300,0.01,1e-05,32,0.10834523,0.3270878421144499,0.5275229357798165,0.7018348623853211,0.22826766729205752,0.24480214621059693,0.7716701902748414,0.825193242046719
1669716022,metaQSAR.sdf,GIN,8,0,300,0.01,1e-05,64,0.09298033,0.35581640412979565,0.536697247706422,0.7247706422018348,0.25,0.27155824508320725,0.758985200845666,0.8368640003507829
1669716207,metaQSAR.sdf,GIN,8,0,300,0.001,0.01,8,0.112258114,0.3290903485553022,0.5321100917431193,0.6834862385321101,0.23116548615582744,0.24947880472550382,0.758985200845666,0.832828750649621
1669717186,metaQSAR.sdf,GIN,8,0,300,0.001,0.01,16,0.08910653,0.3351005368772682,0.536697247706422,0.6972477064220184,0.22997572815533981,0.2438867438867439,0.8012684989429175,0.8340121448633965
1669717697,metaQSAR.sdf,GIN,8,0,300,0.001,0.01,32,0.10499986,0.3301967216758844,0.5275229357798165,0.6743119266055045,0.23141025641025642,0.24930939226519336,0.7632135306553911,0.8338123380929863
1669718005,metaQSAR.sdf,GIN,8,0,300,0.001,0.01,64,0.080193885,0.31822230843680754,0.5321100917431193,0.6972477064220184,0.217440543601359,0.22898032200357782,0.8118393234672304,0.8288560339900715
1669718189,metaQSAR.sdf,GIN,8,0,300,0.001,0.001,8,0.11182535,0.3610270144197146,0.5458715596330275,0.7064220183486238,0.2562225475841874,0.2815768302493966,0.7399577167019028,0.8465272237970363
1669719168,metaQSAR.sdf,GIN,8,0,300,0.001,0.001,16,0.13184345,0.35667774498921734,0.5504587155963303,0.6926605504587156,0.25778816199376947,0.28984238178633975,0.6997885835095138,0.8334730153731628
1669719685,metaQSAR.sdf,GIN,8,0,300,0.001,0.001,32,0.089600235,0.3322880301872069,0.5045871559633027,0.6880733944954128,0.22504327755337564,0.23636363636363636,0.8245243128964059,0.8357129937681214
1669719980,metaQSAR.sdf,GIN,8,0,300,0.001,0.001,64,0.087920405,0.313624598143351,0.5229357798165137,0.6972477064220184,0.21629374641422836,0.22890103217972071,0.7970401691331924,0.8291831490643213
1669720172,metaQSAR.sdf,GIN,8,0,300,0.001,0.0001,8,0.09944243,0.35619908899693414,0.555045871559633,0.6972477064220184,0.2521489971346705,0.276078431372549,0.7441860465116279,0.8390312311435474
1669721118,metaQSAR.sdf,GIN,8,0,300,0.001,0.0001,16,0.110653415,0.3517598442536467,0.5596330275229358,0.7385321100917431,0.24625850340136055,0.26637233259749815,0.7653276955602537,0.8375917255083488
1669721621,metaQSAR.sdf,GIN,8,0,300,0.001,0.0001,32,0.07676938,0.3236012389063402,0.5045871559633027,0.6834862385321101,0.21684782608695652,0.22593431483578708,0.8435517970401691,0.8338063588380116
1669721903,metaQSAR.sdf,GIN,8,0,300,0.001,0.0001,64,0.087170996,0.3066352664813414,0.518348623853211,0.6926605504587156,0.2098092643051771,0.22037779049799658,0.813953488372093,0.8287282274149836
1669722083,metaQSAR.sdf,GIN,8,0,300,0.001,1e-05,8,0.07896754,0.3500690243941704,0.5688073394495413,0.7018348623853211,0.23657211828605915,0.24873096446700507,0.828752642706131,0.8463418668928153
1669723036,metaQSAR.sdf,GIN,8,0,300,0.001,1e-05,16,0.11042178,0.3396467431619114,0.573394495412844,0.7018348623853211,0.239247311827957,0.25966447848285923,0.7526427061310782,0.8344765336664444
1669723533,metaQSAR.sdf,GIN,8,0,300,0.001,1e-05,32,0.08747593,0.33214068430396254,0.518348623853211,0.6880733944954128,0.22354272778720996,0.23386619301361752,0.8350951374207188,0.8347316485453717
1669723815,metaQSAR.sdf,GIN,8,0,300,0.001,1e-05,64,0.08089101,0.3106664674821422,0.518348623853211,0.6651376146788991,0.20705521472392638,0.2145127118644068,0.8562367864693446,0.8300922449561248
1669723989,metaQSAR.sdf,GIN,8,0,300,0.0001,0.01,8,0.072290346,0.2901404941659859,0.518348623853211,0.6834862385321101,0.19948320413436693,0.20887445887445888,0.8160676532769556,0.8136473006902551
1669724947,metaQSAR.sdf,GIN,8,0,300,0.0001,0.01,16,0.089791805,0.2938878066311909,0.5045871559633027,0.6788990825688074,0.20744985673352437,0.2215422276621787,0.7653276955602537,0.8091259873867617
1669725455,metaQSAR.sdf,GIN,8,0,300,0.0001,0.01,32,0.08683535,0.28887680847556,0.47706422018348627,0.6743119266055045,0.2029784886927744,0.2154566744730679,0.7780126849894292,0.8049420037181001
1669725742,metaQSAR.sdf,GIN,8,0,300,0.0001,0.01,64,0.11073848,0.28917275708900614,0.4724770642201835,0.6376146788990825,0.20980757293606456,0.22899728997289973,0.7145877378435518,0.7910531909539852
1669725926,metaQSAR.sdf,GIN,8,0,300,0.0001,0.001,8,0.11508568,0.32474306333903935,0.48623853211009177,0.6926605504587156,0.23491838183108588,0.2612470402525651,0.6997885835095138,0.8137130724949786
1669726876,metaQSAR.sdf,GIN,8,0,300,0.0001,0.001,16,0.12868118,0.32486041946408334,0.5045871559633027,0.6697247706422018,0.23784592370979807,0.26903553299492383,0.6723044397463002,0.809039288189626
1669727375,metaQSAR.sdf,GIN,8,0,300,0.0001,0.001,32,0.08758986,0.29237643545344655,0.47706422018348627,0.6788990825688074,0.2048861743475847,0.21744254566882734,0.7801268498942917,0.8055872649841376
1669727661,metaQSAR.sdf,GIN,8,0,300,0.0001,0.001,64,0.12202046,0.2989922159925205,0.46788990825688076,0.6376146788990825,0.21885521885521886,0.24308152580403888,0.6871035940803383,0.7911638071710202
1669727838,metaQSAR.sdf,GIN,8,0,300,0.0001,0.0001,8,0.116688184,0.32324338328071894,0.4954128440366973,0.6834862385321101,0.23433048433048434,0.2611111111111111,0.6955602536997886,0.8133872030988486
1669728793,metaQSAR.sdf,GIN,8,0,300,0.0001,0.0001,16,0.12933896,0.3267446105513437,0.5045871559633027,0.6651376146788991,0.2389513108614232,0.2701100762066046,0.6744186046511628,0.8092784583886207
1669729297,metaQSAR.sdf,GIN,8,0,300,0.0001,0.0001,32,0.087128684,0.29016149467884633,0.47706422018348627,0.6743119266055045,0.20353006067291782,0.21591574019894674,0.7801268498942917,0.8052230287019186
1669729590,metaQSAR.sdf,GIN,8,0,300,0.0001,0.0001,64,0.12215797,0.29832469129434047,0.46788990825688076,0.6376146788990825,0.21862348178137653,0.24306076519129782,0.6849894291754757,0.7913352124802997
1669729780,metaQSAR.sdf,GIN,8,0,300,0.0001,1e-05,8,0.12417717,0.33025967579158677,0.5,0.6788990825688074,0.240990990990991,0.27203389830508473,0.678646934460888,0.8132596456593846
1669730740,metaQSAR.sdf,GIN,8,0,300,0.0001,1e-05,16,0.12922269,0.3240970684055285,0.5045871559633027,0.6605504587155964,0.2373134328358209,0.2683544303797468,0.6723044397463002,0.8092849359148434
1669731274,metaQSAR.sdf,GIN,8,0,300,0.0001,1e-05,32,0.086692095,0.29034381163050943,0.47706422018348627,0.6788990825688074,0.2034084661902144,0.21561771561771562,0.7822410147991543,0.8052319975843809
1669731574,metaQSAR.sdf,GIN,8,0,300,0.0001,1e-05,64,0.122589566,0.29922630735525824,0.46788990825688076,0.6376146788990825,0.21921515561569688,0.24379232505643342,0.6849894291754757,0.7913920154025609
1669731763,metaQSAR.sdf,GIN,8,0,300,1e-05,0.01,8,0.14490649,0.26307589594936664,0.3761467889908257,0.5688073394495413,0.20208333333333334,0.2313195548489666,0.6152219873150105,0.750063155880672
1669732767,metaQSAR.sdf,GIN,8,0,300,1e-05,0.01,16,0.13890198,0.2235252844227284,0.3256880733944954,0.5091743119266054,0.1794228356336261,0.20326936744847193,0.6046511627906976,0.7314126139359493
1669733309,metaQSAR.sdf,GIN,8,0,300,1e-05,0.01,32,0.14808111,0.2117833698087647,0.3073394495412844,0.5,0.1756393001345895,0.20486656200941916,0.5517970401691332,0.7125692410182871
1669733613,metaQSAR.sdf,GIN,8,0,300,1e-05,0.01,64,0.10448861,0.1632478219840901,0.19724770642201836,0.3669724770642202,0.14315613227291754,0.15146147032772364,0.7230443974630021,0.6796242935136545
1669733801,metaQSAR.sdf,GIN,8,0,300,1e-05,0.001,8,0.13893853,0.25962152021871154,0.38073394495412843,0.5688073394495413,0.1985440105890139,0.2242152466367713,0.6342494714587738,0.7501446232297044
1669734802,metaQSAR.sdf,GIN,8,0,300,1e-05,0.001,16,0.14346755,0.22705598471601657,0.3302752293577982,0.5045871559633027,0.18217306441119063,0.20833333333333334,0.5919661733615222,0.7313089735163849
1669735303,metaQSAR.sdf,GIN,8,0,300,1e-05,0.001,32,0.14818546,0.21241950419815514,0.3073394495412844,0.5045871559633027,0.17599460552933244,0.2053501180173092,0.5517970401691332,0.7125615178139444
1669735599,metaQSAR.sdf,GIN,8,0,300,1e-05,0.001,64,0.10445223,0.16310317473058145,0.2018348623853211,0.37155963302752293,0.14309623430962343,0.15139442231075698,0.7230443974630021,0.6796521967035372
1669735782,metaQSAR.sdf,GIN,8,0,300,1e-05,0.0001,8,0.1365475,0.2592364384020206,0.38990825688073394,0.5688073394495413,0.1976592977893368,0.2220598977355734,0.642706131078224,0.7502751702966558
1669736616,metaQSAR.sdf,GIN,8,0,300,1e-05,0.0001,16,0.14360063,0.22684842171184127,0.3348623853211009,0.5137614678899083,0.18205461638491546,0.20817843866171004,0.5919661733615222,0.7312850564964855
1669736940,metaQSAR.sdf,GIN,8,0,300,1e-05,0.0001,32,0.14820741,0.21263188254279777,0.3119266055045872,0.5045871559633027,0.17611336032388664,0.20551181102362204,0.5517970401691332,0.7125724797813984
1669737125,metaQSAR.sdf,GIN,8,0,300,1e-05,0.0001,64,0.1044345,0.16310317473058145,0.19724770642201836,0.3669724770642202,0.14309623430962343,0.15139442231075698,0.7230443974630021,0.6796604181791275
1669737237,metaQSAR.sdf,GIN,8,0,300,1e-05,1e-05,8,0.13642263,0.2590985744497522,0.3853211009174312,0.5688073394495413,0.19741100323624594,0.2214960058097313,0.6448202959830867,0.7502731772116642
1669737835,metaQSAR.sdf,GIN,8,0,300,1e-05,1e-05,16,0.14353222,0.22684842171184127,0.3256880733944954,0.5045871559633027,0.18205461638491546,0.20817843866171004,0.5919661733615222,0.731261139476586
1669738168,metaQSAR.sdf,GIN,8,0,300,1e-05,1e-05,32,0.14824526,0.21263188254279777,0.2981651376146789,0.5,0.17611336032388664,0.20551181102362204,0.5517970401691332,0.7125662513907997
1669738353,metaQSAR.sdf,GIN,8,0,300,1e-05,1e-05,64,0.104465105,0.1632478219840901,0.2018348623853211,0.3669724770642202,0.14315613227291754,0.15146147032772364,0.7230443974630021,0.6796591725010077
1669738469,metaQSAR.sdf,GIN,16,0,300,0.01,0.01,8,0.10202898,0.29430199917198985,0.4954128440366973,0.6788990825688074,0.2032,0.213684800897364,0.8054968287526427,0.8161134942317629
1669739059,metaQSAR.sdf,GIN,16,0,300,0.01,0.01,16,0.12113967,0.3506871681108519,0.536697247706422,0.7064220183486238,0.2484076433121019,0.27188226181254843,0.7420718816067653,0.8305479140123342
1669739377,metaQSAR.sdf,GIN,16,0,300,0.01,0.01,32,0.0930869,0.36453314994652053,0.536697247706422,0.7064220183486238,0.25415512465373963,0.2742899850523169,0.7758985200845666,0.8440543035936817
1669739563,metaQSAR.sdf,GIN,16,0,300,0.01,0.01,64,0.121536575,0.34983410013283206,0.5642201834862385,0.7477064220183486,0.24805102763997164,0.2717391304347826,0.7399577167019028,0.8385992299716135
1669739677,metaQSAR.sdf,GIN,16,0,300,0.01,0.001,8,0.12066562,0.32160365845209543,0.5596330275229358,0.6880733944954128,0.2258469259723965,0.24307900067521945,0.7610993657505285,0.8307275407972041
1669740285,metaQSAR.sdf,GIN,16,0,300,0.01,0.001,16,0.12383256,0.3753926210707852,0.555045871559633,0.7247706422018348,0.26479289940828404,0.28940986257073564,0.7568710359408034,0.8464101300537784
1669740604,metaQSAR.sdf,GIN,16,0,300,0.01,0.001,32,0.10439169,0.3497715648941133,0.5688073394495413,0.7385321100917431,0.24292297564186965,0.2607773851590106,0.7801268498942917,0.8426613863201622
1669740785,metaQSAR.sdf,GIN,16,0,300,0.01,0.001,64,0.12295613,0.3721567308302367,0.5779816513761468,0.7385321100917431,0.25952045133991536,0.2802741812642803,0.7780126849894292,0.8468662973812358
1669740898,metaQSAR.sdf,GIN,16,0,300,0.01,0.0001,8,0.097171456,0.3367487930341942,0.555045871559633,0.7064220183486238,0.23109756097560977,0.24514877102199223,0.8012684989429175,0.840123939990204
1669741516,metaQSAR.sdf,GIN,16,0,300,0.01,0.0001,16,0.10707258,0.34243925774742306,0.5596330275229358,0.7201834862385321,0.23775773195876287,0.2548342541436464,0.7801268498942917,0.8416611067899922
1669741832,metaQSAR.sdf,GIN,16,0,300,0.01,0.0001,32,0.093999766,0.3457141554404316,0.6055045871559633,0.7247706422018348,0.23385167464114834,0.2459119496855346,0.8266384778012685,0.8481246814178209
1669742016,metaQSAR.sdf,GIN,16,0,300,0.01,0.0001,64,0.11194456,0.380830869300965,0.573394495412844,0.7568807339449541,0.26949280847842544,0.2956810631229236,0.7526427061310782,0.8465553761225428
1669742132,metaQSAR.sdf,GIN,16,0,300,0.01,1e-05,8,0.12373842,0.3469590935849419,0.5458715596330275,0.7110091743119266,0.2480058013052937,0.27403846153846156,0.7230443974630021,0.840998406030278
1669742736,metaQSAR.sdf,GIN,16,0,300,0.01,1e-05,16,0.088749,0.36636046082319146,0.5871559633027523,0.7431192660550459,0.246583850931677,0.2588005215123859,0.8393234672304439,0.8551094477709588
1669743054,metaQSAR.sdf,GIN,16,0,300,0.01,1e-05,32,0.08761311,0.36479946215613834,0.5596330275229358,0.7431192660550459,0.25378266850068776,0.2733333333333333,0.7801268498942917,0.8434653469786575
1669743240,metaQSAR.sdf,GIN,16,0,300,0.01,1e-05,64,0.09185673,0.37398355372801767,0.5596330275229358,0.7339449541284404,0.2576478585995921,0.27523602033405953,0.8012684989429175,0.8491127533024173
1669743354,metaQSAR.sdf,GIN,16,0,300,0.001,0.01,8,0.08331344,0.354458819343544,0.5871559633027523,0.7201834862385321,0.23934226552984167,0.25160051216389245,0.8308668076109936,0.8543530720166382
1669743966,metaQSAR.sdf,GIN,16,0,300,0.001,0.01,16,0.11154236,0.3641332894534484,0.5642201834862385,0.7247706422018348,0.25745454545454544,0.2818471337579618,0.7484143763213531,0.8501137802394592
1669744293,metaQSAR.sdf,GIN,16,0,300,0.001,0.01,32,0.09353064,0.3606469369729825,0.5412844036697247,0.7477064220183486,0.24787442773054283,0.2641114982578397,0.8012684989429175,0.8519329685655618
1669744473,metaQSAR.sdf,GIN,16,0,300,0.001,0.01,64,0.102420576,0.3723868894764214,0.5642201834862385,0.7431192660550459,0.263353115727003,0.2886178861788618,0.7505285412262156,0.848898496665818
1669744588,metaQSAR.sdf,GIN,16,0,300,0.001,0.001,8,0.107876524,0.37495192632408125,0.5504587155963303,0.7110091743119266,0.26556639159789946,0.2915980230642504,0.7484143763213531,0.850599096434919
1669745211,metaQSAR.sdf,GIN,16,0,300,0.001,0.001,16,0.122368455,0.3737671342154546,0.5825688073394495,0.7201834862385321,0.26575550493545935,0.2931323283082077,0.7399577167019028,0.8459930770192816
1669745532,metaQSAR.sdf,GIN,16,0,300,0.001,0.001,32,0.11998316,0.37073429194049173,0.555045871559633,0.7293577981651376,0.26452599388379205,0.29297205757832345,0.7315010570824524,0.8464457564480036
1669745716,metaQSAR.sdf,GIN,16,0,300,0.001,0.001,64,0.09330773,0.36687225318012956,0.536697247706422,0.7201834862385321,0.25444596443228457,0.2733284349742836,0.7864693446088795,0.8476996560433576
1669745832,metaQSAR.sdf,GIN,16,0,300,0.001,0.0001,8,0.087698534,0.38252670933610755,0.555045871559633,0.7477064220183486,0.26676279740447006,0.2881619937694704,0.7822410147991543,0.8567856322489122
1669746428,metaQSAR.sdf,GIN,16,0,300,0.001,0.0001,16,0.10625437,0.3850887169101837,0.6055045871559633,0.7477064220183486,0.2675250357653791,0.2879137798306389,0.7906976744186046,0.8615132298490387
1669746742,metaQSAR.sdf,GIN,16,0,300,0.001,0.0001,32,0.13131866,0.3793497131131594,0.555045871559633,0.7339449541284404,0.272654370489174,0.3052064631956912,0.718816067653277,0.8424972059439774
1669746914,metaQSAR.sdf,GIN,16,0,300,0.001,0.0001,64,0.09741873,0.3686542913352087,0.5412844036697247,0.7201834862385321,0.2577683615819209,0.2790519877675841,0.7716701902748414,0.8456981004405215
1669747027,metaQSAR.sdf,GIN,16,0,300,0.001,1e-05,8,0.10582433,0.37895557880519276,0.6192660550458715,0.7660550458715596,0.26521739130434785,0.2875098193244305,0.773784355179704,0.8575738973630987
1669747635,metaQSAR.sdf,GIN,16,0,300,0.001,1e-05,16,0.09655911,0.36679057119254665,0.5642201834862385,0.7293577981651376,0.24904214559386972,0.26298044504383006,0.8245243128964059,0.8522962083052847
1669747956,metaQSAR.sdf,GIN,16,0,300,0.001,1e-05,32,0.084148005,0.3448304511350656,0.5045871559633027,0.7110091743119266,0.23353293413173654,0.24574669187145556,0.8245243128964059,0.8445774884039825
1669748137,metaQSAR.sdf,GIN,16,0,300,0.001,1e-05,64,0.07613576,0.3592921995108826,0.536697247706422,0.7155963302752294,0.24833997343957503,0.2658137882018479,0.7906976744186046,0.8486902192841935
1669748248,metaQSAR.sdf,GIN,16,0,300,0.0001,0.01,8,0.15089375,0.36023753732364644,0.5229357798165137,0.6788990825688074,0.2632013201320132,0.30151228733459357,0.6744186046511628,0.8257757211355203
1669748866,metaQSAR.sdf,GIN,16,0,300,0.0001,0.01,16,0.076410994,0.30206664032083724,0.5,0.6834862385321101,0.20821917808219179,0.21939953810623555,0.8033826638477801,0.8211173832388527
1669749188,metaQSAR.sdf,GIN,16,0,300,0.0001,0.01,32,0.08561329,0.30867257579407187,0.5,0.6880733944954128,0.21707757065544198,0.2327530625402966,0.7632135306553911,0.8154630011176224
1669749380,metaQSAR.sdf,GIN,16,0,300,0.0001,0.01,64,0.07556066,0.2912636328561888,0.48623853211009177,0.6651376146788991,0.20350109409190373,0.2154024319629415,0.7864693446088795,0.8030493203829314
1669749492,metaQSAR.sdf,GIN,16,0,300,0.0001,0.001,8,0.13726911,0.3528705637901079,0.536697247706422,0.6926605504587156,0.2552204176334107,0.28695652173913044,0.6976744186046512,0.8321800014848482
1669750094,metaQSAR.sdf,GIN,16,0,300,0.0001,0.001,16,0.085448004,0.30786791279340175,0.5137614678899083,0.6926605504587156,0.21655668866226754,0.23215434083601286,0.7632135306553911,0.8215120140671939
1669750418,metaQSAR.sdf,GIN,16,0,300,0.0001,0.001,32,0.11899191,0.33394982726029687,0.5,0.6972477064220184,0.24271844660194175,0.27287993282955497,0.6871035940803383,0.8150210345207303
1669750600,metaQSAR.sdf,GIN,16,0,300,0.0001,0.001,64,0.0717498,0.2866029671110873,0.48623853211009177,0.6743119266055045,0.20021413276231265,0.21141888072357265,0.7906976744186046,0.8042538911247427
1669750713,metaQSAR.sdf,GIN,16,0,300,0.0001,0.0001,8,0.11218916,0.3386104559820209,0.536697247706422,0.7064220183486238,0.24080499653018736,0.26387832699619773,0.733615221987315,0.8310872926381918
1669751307,metaQSAR.sdf,GIN,16,0,300,0.0001,0.0001,16,0.09119329,0.3137893697293133,0.518348623853211,0.6880733944954128,0.221875,0.23954116059379219,0.7505285412262156,0.8215493844107868
1669751639,metaQSAR.sdf,GIN,16,0,300,0.0001,0.0001,32,0.11604966,0.3306080831720508,0.5091743119266054,0.6926605504587156,0.23991195891415995,0.2686935086277732,0.6913319238900634,0.8154116791790882
1669751822,metaQSAR.sdf,GIN,16,0,300,0.0001,0.0001,64,0.073094144,0.2896538109864176,0.48623853211009177,0.6834862385321101,0.20205294435440302,0.2134703196347032,0.7906976744186046,0.8036126160286884
1669751932,metaQSAR.sdf,GIN,16,0,300,0.0001,1e-05,8,0.092690624,0.32650352690846657,0.5504587155963303,0.6926605504587156,0.226576852418861,0.24183006535947713,0.7822410147991543,0.8306298796326146
1669752544,metaQSAR.sdf,GIN,16,0,300,0.0001,1e-05,16,0.14084487,0.3520141571842188,0.518348623853211,0.6880733944954128,0.25922818791946306,0.3005836575875486,0.653276955602537,0.8219489979516068
1669752873,metaQSAR.sdf,GIN,16,0,300,0.0001,1e-05,32,0.11549093,0.32861249638493095,0.5091743119266054,0.6926605504587156,0.23851203501094093,0.26693877551020406,0.6913319238900634,0.8155013680037112
1669753058,metaQSAR.sdf,GIN,16,0,300,0.0001,1e-05,64,0.073512875,0.28983418066021566,0.48623853211009177,0.6788990825688074,0.20216216216216215,0.21359223300970873,0.7906976744186046,0.8037162564482527
1669753171,metaQSAR.sdf,GIN,16,0,300,1e-05,0.01,8,0.111129835,0.2648162415459757,0.39908256880733944,0.591743119266055,0.19698795180722892,0.21598414795244386,0.6913319238900634,0.7600412867556016
1669753789,metaQSAR.sdf,GIN,16,0,300,1e-05,0.01,16,0.122385845,0.24566250343525367,0.3073394495412844,0.5412844036697247,0.1876484560570071,0.20694171578258022,0.6680761099365751,0.7425913293827067
1669754115,metaQSAR.sdf,GIN,16,0,300,1e-05,0.01,32,0.10653359,0.20809097564728407,0.2798165137614679,0.5137614678899083,0.16548940464177597,0.17855198693522048,0.693446088794926,0.7262918803212255
1669754295,metaQSAR.sdf,GIN,16,0,300,1e-05,0.01,64,0.1185003,0.19158500413537793,0.26146788990825687,0.481651376146789,0.1607717041800643,0.1772002362669817,0.6342494714587738,0.7115046844971372
1669754407,metaQSAR.sdf,GIN,16,0,300,1e-05,0.001,8,0.11134862,0.265211997812452,0.38990825688073394,0.5779816513761468,0.19722557297949336,0.21626984126984128,0.6913319238900634,0.7613930966511687
1669755018,metaQSAR.sdf,GIN,16,0,300,1e-05,0.001,16,0.11412593,0.24160115162562343,0.3073394495412844,0.5458715596330275,0.1835016835016835,0.19987775061124693,0.6913319238900634,0.7430950816143391
1669755347,metaQSAR.sdf,GIN,16,0,300,1e-05,0.001,32,0.117336184,0.2117658787440243,0.2798165137614679,0.518348623853211,0.16946399566865186,0.18553645524599882,0.6617336152219874,0.7262560047913764
1669755533,metaQSAR.sdf,GIN,16,0,300,1e-05,0.001,64,0.11842456,0.19106794790515524,0.26146788990825687,0.481651376146789,0.16051364365971107,0.17688679245283018,0.6342494714587738,0.7115420548407301
1669755647,metaQSAR.sdf,GIN,16,0,300,1e-05,0.0001,8,0.10818688,0.26306560395136186,0.3944954128440367,0.5871559633027523,0.19538188277087035,0.21345407503234154,0.6976744186046512,0.7622815142861841
1669756257,metaQSAR.sdf,GIN,16,0,300,1e-05,0.0001,16,0.11209608,0.2407308369367347,0.3073394495412844,0.5458715596330275,0.18267629094947252,0.19855159927579963,0.6955602536997886,0.7431952341351681
1669756578,metaQSAR.sdf,GIN,16,0,300,1e-05,0.0001,32,0.11732634,0.21194143417648859,0.2798165137614679,0.5137614678899083,0.1695557963163597,0.18564650059311982,0.6617336152219874,0.7262594926901117
1669756760,metaQSAR.sdf,GIN,16,0,300,1e-05,0.0001,64,0.11844491,0.19106794790515524,0.26146788990825687,0.481651376146789,0.16051364365971107,0.17688679245283018,0.6342494714587738,0.7115445461969696
1669756874,metaQSAR.sdf,GIN,16,0,300,1e-05,1e-05,8,0.108299464,0.26326007334199153,0.3944954128440367,0.5871559633027523,0.19549763033175355,0.21359223300970873,0.6976744186046512,0.7623507739896429
1669757451,metaQSAR.sdf,GIN,16,0,300,1e-05,1e-05,16,0.11208723,0.24054929481311813,0.3073394495412844,0.5458715596330275,0.1825749167591565,0.19843184559710494,0.6955602536997886,0.7431902514226889
1669757771,metaQSAR.sdf,GIN,16,0,300,1e-05,1e-05,32,0.11734719,0.21194143417648859,0.27522935779816515,0.518348623853211,0.1695557963163597,0.18564650059311982,0.6617336152219874,0.7262560047913763
1669757945,metaQSAR.sdf,GIN,16,0,300,1e-05,1e-05,64,0.11842167,0.19106794790515524,0.26146788990825687,0.481651376146789,0.16051364365971107,0.17688679245283018,0.6342494714587738,0.7115490306382007
1669758057,metaQSAR.sdf,GIN,32,0,300,0.01,0.01,8,0.098195195,0.32690390136225367,0.4908256880733945,0.6651376146788991,0.22473246135552913,0.2381852551984877,0.7991543340380549,0.8249010059598223
1669758647,metaQSAR.sdf,GIN,32,0,300,0.01,0.01,16,0.13981056,0.37316992115838976,0.5458715596330275,0.7201834862385321,0.2661042944785276,0.29456706281833617,0.733615221987315,0.8481513389295837
1669758973,metaQSAR.sdf,GIN,32,0,300,0.01,0.01,32,0.07250803,0.3506681526616913,0.5779816513761468,0.7522935779816514,0.23610280932456665,0.2476489028213166,0.8350951374207188,0.8530391307359118
